,Unnamed: 0,Unnamed: 0.1,primary_identifier,gender,network_stay,average_monthly_bill_amount,dusage_sum,dusage_min,dusage_max,dusage_avg,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_days,vusage_onnet_avg,vusage_onnet_stddev,vusage_offnet_sum,vusage_offnet_max,vusage_offnet_min,vusage_offnet_days,vusage_offnet_avg,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan,device_type_2G,device_type_3G,device_type_4G,device_category_Basic,device_category_Feature phone,device_category_M2M,device_category_Modem,device_category_Pluggable card,device_category_Smartphone,device_category_Tablet,district_name_Ampara,district_name_Anuradhapura,district_name_Badulla,district_name_Batticaloa,district_name_Colombo,district_name_Galle,district_name_Gampaha,district_name_Hambantota,district_name_Jaffna,district_name_Kalutara,district_name_Kandy,district_name_Kegalle,district_name_Kilinochchi,district_name_Kurunegala,district_name_Mannar,district_name_Matale,district_name_Matara,district_name_Monaragala,district_name_Mullaitivu,district_name_Nuwara Eliya,district_name_Polonnaruwa,district_name_Puttalam,district_name_Ratnapura,district_name_Trincomalee,district_name_Unknown,district_name_Vavuniya,age_group_20-30,age_group_30-40,age_group_40-50,age_group_50-60,age_group_60-70,age_group_<20,age_group_>70
10422,10490,10490,5777660,0,-1.2385589509790913,-0.777859913824103,-0.4130583891501163,-0.3460656364718621,-0.5049376638765535,-0.4441173669406441,0.5315742380576914,-0.4511094129873023,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.4771751933197262,-0.3591856166036664,-0.06872212832548465,-0.7374589600894653,-0.12505831081296706,-0.4316885456555631,-0.22338709069839915,-0.4946586862187778,590.0,0.10899869298978483,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10423,10491,10491,8462446,0,-0.15553856611468414,1.3122530092264175,2.3528764341774995,3.1420042545683997,0.8568859664695129,2.2567450279804384,0.5315742380576914,1.0426448400826551,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.5327951311543365,-0.6790224469745636,-0.06872212832548465,-0.9503839315195156,-0.6592855134478373,-0.6763188964904107,-0.22338709069839915,-0.4946586862187778,110.0,0.10899869298978483,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10424,10492,10492,8992928,1,0.8997120652916613,-0.04027563289516409,0.5004049180820521,1.01236132069326,-0.0867449469380687,0.4478633397544677,0.5315742380576914,-0.11106460105617497,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.35004390684061715,0.04003240299181498,-0.06872212832548465,0.22070341134576046,-0.3471702878884322,-0.12903033040853049,-0.22338709069839915,-0.4946586862187778,520.1797990481227,-0.9213502974615921,4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10425,10493,10493,2056479,0,-1.1274799371468445,-0.12743636979356765,0.00852571733119269,-0.39953931335706333,0.3723048616029329,-0.032429813072584406,0.5315742380576914,0.1914385111959044,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,0.5398750985131465,2.7397635277851955,-0.06872212832548465,-0.09868404579931477,1.8311199667250384,2.1230830890323955,-0.22338709069839915,-0.4946586862187778,520.1797990481227,0.10899869298978483,5,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10426,10494,10494,5261634,0,-0.2805024566759619,-0.9073170709528076,-0.5497329358333537,-0.43456261477509456,-0.5621699718170835,-0.5498668026752771,0.22057117563620104,-0.5118389317317694,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.08783562847745464,0.4662246131005045,-0.06872212832548465,0.22070341134576046,0.09059303703964118,0.2418892812753726,-0.22338709069839915,-0.4946586862187778,520.1797990481227,-0.0010650278305105987,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10427,10495,10495,1438655,0,-1.1135950604178135,-1.0803792201951865,-0.7728002155269138,-0.4340394313623832,-0.6737334439813942,-0.7953645418683659,0.5315742380576914,-0.7192319969618262,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.5327951311543365,-0.6790224469745636,-0.06872212832548465,-0.9503839315195156,-0.6592855134478373,-0.6763188964904107,-0.22338709069839915,-0.4946586862187778,520.1797990481227,-0.9213502974615921,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10428,10496,10496,7827264,1,-1.0025160465855667,-1.1113980020972818,-0.7732352868442319,-0.4340715391297535,-0.7257061187388295,-0.7958166011536201,0.5315742380576914,-0.7557433249417286,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.5089580149395035,-0.588080890387176,-0.06872212832548465,-0.6309964743744402,-0.5114336423822233,-0.6033050223931318,-0.22338709069839915,-0.4946586862187778,580.0,-0.0010650278305105987,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10429,10497,10497,1433957,1,0.09438921500787134,-0.20312951438069515,-0.10844631398206453,-0.3306477463737481,-0.03829113235413231,-0.14663599142510353,0.5315742380576914,0.001816386846452079,0.4059527390228473,1.1594361629441483,-0.008191219786383173,1.1881990964146767,1.2821634273890756,0.9599194238523006,-0.0004328690230671311,0.3752830565131169,-0.06872212832548465,0.8594783256359111,-0.07316360143667087,0.191055184224892,-0.22338709069839915,-0.4946586862187778,520.1797990481227,-0.0010650278305105987,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10430,10498,10498,8494507,0,1.5523012715561118,0.727996769298674,0.6583358062685487,1.3935008753932203,0.0032771964252654106,0.6020742693786585,0.5315742380576914,-0.09594076797497224,-0.1804098266799388,-0.19899219178125305,-0.008191219786383173,0.08832904722446698,-0.15456026762218367,-0.20327419011064327,-0.445392371699949,-0.12797826934759626,-0.06872212832548465,-0.8439214458044905,1.092881687854604,-0.2546513722326668,-0.22338709069839915,-0.4946586862187778,520.1797990481227,0.10899869298978483,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10431,10499,10499,3569439,0,1.8161139294076984,-0.0033823481833045,0.34421431516482826,0.9732288523301256,-0.1336404661469923,0.2953164879699916,0.5315742380576914,-0.23941129923540055,3.3628953917811835,5.0889949777021215,-0.008191219786383173,4.854432593715375,2.364828277599192,4.2792477663640645,0.7305720282318102,1.0388481431380383,-0.06872212832548465,0.965940811350936,0.6421104676904721,1.110850317114586,-0.22338709069839915,1.4793407028283123,520.1797990481227,10.412488597503552,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10432,10500,0,2003793,0,1.1912944766013094,-0.5886235346899309,-0.6847293502926495,-0.43456261477509456,-0.6302677555401291,-0.6736364875397141,-0.19409957425911956,-0.6070822647856907,0.2216673612305431,0.9112686886873572,-0.008191219786383173,0.4549523969545369,1.8612825311401395,0.7971208270888207,0.2458839985302068,0.6773939902610485,-0.06872212832548465,0.7530158399208859,0.25049361030535355,0.7909119630536087,-0.22338709069839915,-0.4946586862187778,520.1797990481227,-0.0010650278305105987,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10433,10501,1,1776101,0,0.3859716263175194,0.7964294505328955,0.36658941148404856,0.5586073022731627,-0.1964999354587764,0.317170338408445,0.5315742380576914,-0.24124934226343644,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.5327951311543365,-0.6790224469745636,-0.06872212832548465,-0.9503839315195156,-0.6592855134478373,-0.6763188964904107,-0.22338709069839915,1.4793407028283123,520.1797990481227,-0.9213502974615921,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10434,10502,2,6945050,0,-0.6831638818178569,-0.2322417211193823,-0.26413969253663905,-0.4284711207118618,0.2456231207228109,-0.29870223960593434,0.5315742380576914,0.4214130575496915,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.5327951311543365,-0.6790224469745636,-0.06872212832548465,-0.9503839315195156,-0.6592855134478373,-0.6763188964904107,-0.22338709069839915,-0.4946586862187778,110.0,-0.0010650278305105987,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10435,10503,3,2472049,1,0.7192086678142601,0.7477590188706824,0.6604490098098085,-0.32581839177039296,1.2799786085427978,0.6041157737613116,0.5315742380576914,1.4448668623415566,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.5327951311543365,-0.6790224469745636,-0.06872212832548465,-0.9503839315195156,-0.6592855134478373,-0.6763188964904107,-0.22338709069839915,1.4793407028283123,520.1797990481227,-0.9213502974615921,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10436,10504,4,7197266,0,1.1912944766013094,0.5958450797434546,0.4041298508640737,0.08139580642583152,1.2173529890962838,0.3538742413912832,0.5315742380576914,0.8420158571739509,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.17523838793184215,-0.2135249878323421,-0.06872212832548465,0.4336283827758107,-0.1491871329503217,-0.17968679073664245,-0.22338709069839915,1.4793407028283123,350.0,1.1393476834411616,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10437,10505,5,2099980,0,-0.3360419635920853,0.7100426002321855,-0.5957883424237488,-0.3399959639220341,-0.5584495235980196,-0.6225448777895279,0.5315742380576914,-0.5550871183747379,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.5327951311543365,-0.6790224469745636,-0.06872212832548465,-0.9503839315195156,-0.6592855134478373,-0.6763188964904107,-0.22338709069839915,-0.4946586862187778,520.1797990481227,0.10899869298978483,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10438,10506,6,4515595,0,-1.0580555535016902,-0.8729916826787493,-0.6917526444150713,-0.4324887771892781,-0.5016067265965777,-0.7162574183482533,0.5315742380576914,-0.5196699887228686,1.427898924961989,2.080685769414853,-0.008191219786383173,2.2880691456048856,2.1376413833376917,2.1256911877447924,1.978047776808068,1.9567413117446375,-0.06872212832548465,1.1788657827809863,1.6693814558355826,2.313411462297427,-0.22338709069839915,-0.4946586862187778,50.0,-0.0010650278305105987,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10439,10507,7,4155971,1,0.6358994074400749,-0.7214998635138996,-0.5964098728770605,-0.43456261477509456,-0.43991918669132135,-0.6085991185889505,0.32423886311003114,-0.4414668501971268,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.4930666041296149,-0.588080890387176,-0.06872212832548465,-0.5245339886594151,-0.4528238537139482,-0.577904607391058,-0.22338709069839915,1.4793407028283123,520.1797990481227,-0.0010650278305105987,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10440,10508,8,4203824,0,0.8858271885626304,1.2314873897580447,0.4096614718985476,0.4867654400320784,0.1216324503443128,0.3592448323759553,0.5315742380576914,-0.04856427904964107,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,0.2538297039351511,0.6812474460486501,-0.06872212832548465,-0.31160901722936496,1.7721017474737089,0.8542427788007693,-0.22338709069839915,1.4793407028283123,520.1797990481227,0.10899869298978483,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10441,10509,9,4397850,1,0.5387052703368589,2.0740599406631617,-0.06245306043700057,0.3558273889688597,-0.3993033490564056,-0.10177350903175744,0.5315742380576914,-0.4211236507000644,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,1.2073143525284693,0.4400211137448165,-0.06872212832548465,2.137028154216212,0.4524343659992289,0.4806820596695943,-0.22338709069839915,-0.4946586862187778,350.0,-0.0010650278305105987,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10442,10510,10,5564784,0,0.2471228590272108,-0.26466756956273857,0.4821319227546889,0.3381912484965233,-0.13259260837847067,0.4300326272107126,0.5315742380576914,-0.16283611418012803,-0.1887864347614072,-0.25886980911646723,-0.008191219786383173,-0.2782943025056029,-0.2751041813810257,-0.24536655917978506,-0.4533380771048933,-0.4963686426422682,-0.06872212832548465,-0.31160901722936496,-0.4027911072898108,-0.494929235159962,-0.22338709069839915,1.4793407028283123,250.0,-0.9213502974615921,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
