,primary_identifier,device_type,device_category,gender,district_name,age_group,network_stay,average_monthly_bill_amount,dusage_sum,dusage_min,dusage_max,dusage_avg,dusage_days,dusage_stddev,vusage_onnet_sum,vusage_onnet_max,vusage_onnet_min,vusage_onnet_days,vusage_onnet_avg,vusage_onnet_stddev,vusage_offnet_sum,vusage_offnet_max,vusage_offnet_min,vusage_offnet_days,vusage_offnet_avg,vusage_offnet_stddev,number_of_fixed_bb_accounts,number_of_iptv_accounts,add_on_tot_rental,add_on_count,next_month_plan
13,6937092,2G,Basic,0.0,Puttalam,40-50,0.562700964630225,0.3921517634824456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005299015897047691,0.028423772609819115,0.0,0.1,0.045474030761844336,0.028156167725893803,0.0,0.0,0.02666118622089461,0.03865893661838647,1
14,3515441,3G,Smartphone,0.0,Galle,50-60,0.04823151125401929,0.42604918922593016,0.005681818181818181,0.0,0.0032786885245901644,0.0,0.8666666666666667,0.008491073437789903,0.018943170488534396,0.046422805843209826,0.0,0.13793103448275862,0.06497068991432435,0.04545854717108784,0.007948523845571537,0.023151058034778963,0.0,0.16666666666666666,0.03956857970815686,0.02592449164401701,0.0,0.0,0.02666118622089461,0.03865893661838647,1
15,1254707,4G,Smartphone,1.0,Colombo,30-40,0.292604501607717,0.43582615616943854,0.017045454545454544,0.0,0.02622950819672131,0.0136986301369863,1.0,0.027818282188951816,0.002991026919242273,0.023034216639760602,0.0,0.034482758620689655,0.04396512851345257,0.014555923931516923,0.017789553368660106,0.04476569592848662,0.0,0.36666666666666664,0.0399137034710347,0.048460335250022996,0.0,0.0,0.017994858611825194,0.0,3
16,5038603,4G,Smartphone,1.0,Colombo,30-40,0.157556270096463,0.3874440430771029,0.005681818181818181,0.0,0.009836065573770493,0.0,1.0,0.013419861678561977,0.0,0.0,0.0,0.0,0.0,0.0,0.0026495079485238456,0.005901250087296599,0.0,0.2,0.011445669507364666,0.00723105372822415,0.0,0.0,0.02666118622089461,0.03865893661838647,2
17,3037770,2G,Feature phone,0.0,Kalutara,50-60,0.0032154340836012853,0.39416790376903305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01854655563966692,0.021405126056288845,0.0,0.7333333333333333,0.020658322798277184,0.027398830136426338,0.0,0.0,0.02666118622089461,0.03865893661838647,1
18,4669431,4G,Smartphone,1.0,Gampaha,20-30,0.17363344051446944,0.5309009618696647,0.10795454545454546,0.05714285714285714,0.0459016393442623,0.0821917808219178,1.0,0.04928718963741412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13110539845758354,0.17391304347826086,3
19,8683145,4G,Smartphone,0.0,Galle,40-50,0.3954983922829582,0.41411258797217987,0.0,0.0,0.0,0.0,0.9,0.002488211923714533,0.0,0.0,0.0,0.0,0.0,0.0,0.022331566994700985,0.02451288497800125,0.0,0.5,0.036451242305252145,0.03533451678659862,0.0,0.3333333333333333,0.02666118622089461,0.03865893661838647,2
20,1429480,4G,Smartphone,1.0,Gampaha,30-40,0.28617363344051444,0.5819789237816881,0.039772727272727265,0.0,0.029508196721311476,0.0273972602739726,1.0,0.028342879327690102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03341902313624679,0.043478260869565216,5
21,3206263,4G,Smartphone,1.0,Colombo,>70,0.6559485530546624,0.5596444237795537,0.32954545454545453,0.028571428571428574,0.28852459016393445,0.2602739726027397,1.0,0.35371916975890616,0.0,0.0,0.0,0.0,0.0,0.0,0.01703255109765329,0.016551435156086317,0.0,0.43333333333333335,0.03269286826960998,0.027895170045299948,0.0,0.3333333333333333,0.061696658097686374,0.08695652173913043,8
22,8142089,4G,Smartphone,0.0,Colombo,30-40,0.0932475884244373,0.4715358096395804,0.08522727272727272,0.0,0.08852459016393444,0.0684931506849315,1.0,0.08892569060206403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
23,5932612,4G,Smartphone,0.0,Colombo,50-60,0.4115755627009646,0.46644390615031145,0.11931818181818181,0.08571428571428572,0.1311475409836066,0.0958904109589041,1.0,0.09703467686220746,0.0,0.0,0.0,0.0,0.0,0.0,0.01097653292959879,0.009707381800405056,0.0,0.5666666666666667,0.016176747967315667,0.013633276025117455,0.0,0.0,0.03650385604113111,0.08695652173913043,4
24,4149370,4G,Smartphone,0.0,Colombo,60-70,0.5884244372990354,0.40261763308413967,0.017045454545454544,0.0,0.006557377049180328,0.0136986301369863,0.9333333333333333,0.01203925320382675,0.0,0.0,0.0,0.0,0.0,0.0,0.013247539742619227,0.015922899643829872,0.0,0.5,0.021944820727378727,0.02301056342213428,0.0,0.0,0.02666118622089461,0.03865893661838647,1
25,8043224,2G,Feature phone,0.0,Jaffna,20-30,0.37942122186495175,0.38442508643298484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022331566994700985,0.026154061037781964,0.0,0.7,0.026448131336761112,0.0320362120999424,0.0,0.0,0.012853470437017995,0.043478260869565216,1
26,2791547,4G,Smartphone,0.0,Ampara,30-40,0.7106109324758842,0.45173429109847796,0.10227272727272727,0.0,0.036065573770491806,0.0821917808219178,0.9333333333333333,0.03670234088114393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.02666118622089461,0.03865893661838647,5
27,4700883,4G,Smartphone,0.0,Kurunegala,30-40,0.495176848874598,0.45591466275785003,0.07386363636363637,0.028571428571428574,0.07868852459016394,0.0547945205479452,1.0,0.07021237155615283,0.0,0.0,0.0,0.0,0.0,0.0,0.013247539742619227,0.018576716251134856,0.0,0.3333333333333333,0.03268574564035734,0.026743456437657565,0.0,0.0,0.02570694087403599,0.0,4
28,1475018,4G,Smartphone,0.0,Gampaha,50-60,0.517684887459807,0.39358670371899074,0.039772727272727265,0.0,0.042622950819672135,0.0273972602739726,0.9666666666666667,0.057398296758767266,0.0,0.0,0.0,0.0,0.0,0.0,0.014761544284632853,0.040994482854947965,0.0,0.3333333333333333,0.03663643066582074,0.04098961197053802,0.0,0.3333333333333333,0.02666118622089461,0.03865893661838647,1
29,3654932,4G,Smartphone,1.0,Colombo,60-70,0.7427652733118971,0.4639815224354712,0.028409090909090908,0.0,0.013114754098360656,0.0136986301369863,1.0,0.021228950220138224,0.0,0.0,0.0,0.0,0.0,0.0,0.01097653292959879,0.0252112577693973,0.0,0.1,0.09043364941099813,0.03325824537435826,0.3333333333333333,0.0,0.02666118622089461,0.03865893661838647,5
30,9537482,4G,Smartphone,1.0,Gampaha,40-50,0.13183279742765275,0.4121371645252564,0.06249999999999999,0.0,0.03934426229508197,0.0410958904109589,1.0,0.049863596497122784,0.0,0.0,0.0,0.0,0.0,0.0,0.03785011355034065,0.02308122075563936,0.0,0.8333333333333334,0.03740187588950428,0.0319266939181799,0.0,0.0,0.010282776349614397,0.0,1
31,8635750,4G,Smartphone,0.0,Puttalam,40-50,0.40514469453376206,0.478297760278293,0.06818181818181818,0.0,0.0918032786885246,0.0547945205479452,0.9666666666666667,0.08180331526677227,0.0,0.0007087451273772493,0.0,0.034482758620689655,0.0013527731850293098,0.00044787458250821285,0.006434519303557911,0.015015015015015017,0.0,0.1,0.052727241550781054,0.01958518475677861,0.0,0.0,0.017994858611825194,0.0,4
32,8202793,4G,Smartphone,0.0,Colombo,20-30,0.2797427652733119,0.4356856174002757,0.07386363636363637,0.0,0.042622950819672135,0.0547945205479452,0.9333333333333333,0.051174976397145945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
33,7457653,4G,Smartphone,0.0,Colombo,30-40,0.4565916398713826,0.47936296534176037,0.08522727272727272,0.0,0.11147540983606558,0.0684931506849315,1.0,0.10159882240772906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02879177377892031,0.08695652173913043,6
34,6392194,4G,Smartphone,0.0,Kegalle,40-50,0.6270096463022508,0.4815229280136125,0.08522727272727272,0.028571428571428574,0.07540983606557378,0.0684931506849315,1.0,0.06457801031508939,0.027916251246261216,0.14934834823010593,0.0,0.06896551724137931,0.1905155568916278,0.0985384789455753,0.004920514761544285,0.025804874642083937,0.0,0.06666666666666667,0.06118932080454053,0.024729757869153532,0.0,0.0,0.03341902313624679,0.0,8
35,8320068,4G,Smartphone,0.0,Gampaha,40-50,0.6495176848874598,0.48176591560515564,0.06818181818181818,0.0,0.02295081967213115,0.0547945205479452,1.0,0.027604609308716742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02570694087403599,0.0,5
36,7050237,4G,Smartphone,0.0,Puttalam,40-50,0.2733118971061093,0.453310098465796,0.18181818181818182,0.08571428571428572,0.05573770491803279,0.136986301369863,1.0,0.06357633139545799,0.0,0.0,0.0,0.0,0.0,0.0,0.002271006813020439,0.0068440533556812615,0.0,0.16666666666666666,0.011203895814400108,0.0069709709328530135,0.3333333333333333,0.0,0.0467866323907455,0.08695652173913043,1
37,1942923,4G,Smartphone,0.0,Colombo,20-30,0.05466237942122186,0.4968022504591316,0.0,0.0,0.0,0.0,0.5,0.0007845723952533539,0.0009970089730807576,0.009174311926605505,0.0,0.034482758620689655,0.017510897339546066,0.005797487651356311,0.019303557910673733,0.019449682240379913,0.0,0.43333333333333335,0.03702580106496497,0.02828395937788447,0.0,0.0,0.0,0.0,3
38,9063073,4G,Smartphone,0.0,Colombo,60-70,0.012861736334405145,0.4033331330327511,0.09090909090909091,0.0,0.03934426229508197,0.0684931506849315,1.0,0.04356678409680129,0.0,0.0,0.0,0.0,0.0,0.0,0.0034065102195306586,0.017424401145331374,0.0,0.06666666666666667,0.04213035202935578,0.01671575863902817,0.0,0.0,0.0724935732647815,0.21739130434782608,1
39,7712669,4G,Smartphone,1.0,Colombo,20-30,0.202572347266881,0.4355542727561984,0.05681818181818181,0.0,0.03934426229508197,0.0410958904109589,1.0,0.04664332154307118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,5
40,7689631,3G,Smartphone,0.0,Gampaha,40-50,0.24437299035369775,0.4563648465254252,0.0,0.0,0.0,0.0,0.03333333333333333,1.2351696524209407e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.06699470098410296,0.11062225015713385,0.0,0.8666666666666667,0.06319552804403367,0.1211537690440491,0.0,0.0,0.017994858611825194,0.0,3
41,2007165,4G,Smartphone,1.0,Colombo,30-40,0.47266881028938906,0.46153982550207306,0.0,0.0,0.0032786885245901644,0.0,1.0,0.004698179315946792,0.0,0.0,0.0,0.0,0.0,0.0,0.09348978046934141,0.21673999580976322,0.0,0.4,0.19080831289974107,0.22606464681602242,0.0,0.0,0.0051413881748071984,0.043478260869565216,6
42,4886863,2G,Basic,1.0,Kurunegala,30-40,0.4340836012861736,0.4489461726663258,0.03409090909090909,0.0,0.03278688524590164,0.0684931506849315,0.4,0.047356795622950205,0.0,0.0,0.0,0.0,0.0,0.0,0.034443603330809994,0.0312521824149731,0.0,0.7,0.04036665335727389,0.04819475488210895,0.0,0.0,0.002056555269922879,0.043478260869565216,3
43,9691869,4G,Smartphone,0.0,Gampaha,30-40,0.39871382636655944,0.4352025974716813,0.028409090909090908,0.0,0.07540983606557378,0.0136986301369863,0.9666666666666667,0.060853592706937465,0.004652708541043536,0.01925424262708194,0.0,0.06896551724137931,0.033706598526980304,0.015575080074647793,0.01703255109765329,0.03942314407430686,0.0,0.13333333333333333,0.10540304189029304,0.050129382683570145,0.0,0.3333333333333333,0.0025706940874035992,0.0,5
44,3854673,4G,Smartphone,0.0,Colombo,50-60,0.40514469453376206,0.49997619378326097,0.25,0.1142857142857143,0.1278688524590164,0.1917808219178082,1.0,0.09882899547755947,0.0,0.0,0.0,0.0,0.0,0.0,0.011355034065102194,0.016097492841678888,0.0,0.5666666666666667,0.0165489402606153,0.01894647823623411,0.0,0.0,0.0699228791773779,0.17391304347826086,2
45,2979017,4G,Smartphone,0.0,Puttalam,40-50,0.77491961414791,0.4089559972457028,0.04545454545454545,0.0,0.019672131147540985,0.0273972602739726,1.0,0.02065709862799618,0.0,0.0,0.0,0.0,0.0,0.0,0.002271006813020439,0.003666457154829247,0.0,0.3,0.006824534028361254,0.004845278894110188,0.0,0.3333333333333333,0.02666118622089461,0.03865893661838647,2
46,4303456,4G,Smartphone,0.0,Matara,40-50,0.07395498392282958,0.3968893647943159,0.017045454545454544,0.0,0.036065573770491806,0.0136986301369863,0.9,0.03631493715500634,0.0,0.0,0.0,0.0,0.0,0.0,0.0034065102195306586,0.010754940987499127,0.0,0.16666666666666666,0.01802500042867676,0.011403788503659596,0.0,0.0,0.02666118622089461,0.03865893661838647,1
47,1849820,2G,Feature phone,0.0,Kurunegala,60-70,0.057877813504823156,0.39797098793829294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019303557910673733,0.031636287450240934,0.0,0.4,0.039365386923644094,0.03880326471740259,0.0,0.0,0.02666118622089461,0.03865893661838647,1
48,3539448,2G,Basic,0.0,Colombo,>70,0.019292604501607715,0.3991507912037178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030658591975775928,0.044381590893218796,0.0,0.5333333333333333,0.04745451739570294,0.052698903961680525,0.0,0.3333333333333333,0.02666118622089461,0.03865893661838647,1
49,1470577,4G,Smartphone,1.0,Gampaha,40-50,0.04180064308681672,0.4766874749419046,0.04545454545454545,0.0,0.0918032786885246,0.0273972602739726,1.0,0.08601441338036576,0.0,0.0,0.0,0.0,0.0,0.0,0.0011355034065102195,0.0077170193449263205,0.0,0.03333333333333333,0.03410552307138325,0.00739439344131771,0.3333333333333333,0.0,0.0,0.0,2
50,1428567,2G,Feature phone,0.0,Gampaha,30-40,0.04501607717041801,0.41606305593672865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000757002271006813,0.004574341783644108,0.0,0.03333333333333333,0.020216396028738485,0.005658560343306604,0.0,0.3333333333333333,0.02666118622089461,0.03865893661838647,2
51,1665134,4G,Smartphone,0.0,Colombo,60-70,0.03536977491961415,0.39911828340430866,0.0,0.0,0.0,0.0,0.6333333333333333,0.0015635925037986768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,2
52,6410141,4G,Smartphone,0.0,Kandy,50-60,0.37620578778135044,0.43767811565092923,0.05113636363636363,0.0,0.01639344262295082,0.0410958904109589,1.0,0.02106147287604977,0.0,0.0,0.0,0.0,0.0,0.0,0.02195306585919758,0.04176269292548362,0.0,0.5333333333333333,0.03395119943757609,0.04213904821451829,0.0,0.0,0.017994858611825194,0.0,4
53,4458046,3G,Pluggable card,0.0,Matale,40-50,0.01607717041800643,0.40283894880941,0.07386363636363637,0.0,0.06229508196721312,0.0547945205479452,0.9333333333333333,0.07079547603605993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.018508997429305913,0.043478260869565216,1
54,1738557,4G,Smartphone,1.0,Colombo,50-60,0.4790996784565916,0.4625029101047703,0.039772727272727265,0.0,0.019672131147540985,0.0273972602739726,1.0,0.024776054343671448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,6
55,9067157,2G,Basic,0.0,Matale,50-60,0.19614147909967844,0.43615254760997074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08327024981074943,0.09700398072491094,0.0,0.7333333333333333,0.09276954804998838,0.12128045064710287,0.0,0.0,0.02666118622089461,0.03865893661838647,2
56,9356074,4G,Smartphone,1.0,Colombo,30-40,0.360128617363344,0.6580642492028201,0.07954545454545454,0.0,0.049180327868852465,0.0547945205479452,1.0,0.05449739739670214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048843187660668384,0.0,8
57,4407119,4G,Smartphone,0.0,Colombo,50-60,0.2508038585209003,0.47236557942853913,0.005681818181818181,0.0,0.006557377049180328,0.0,1.0,0.008320581328007545,0.0,0.0,0.0,0.0,0.0,0.0,0.026116578349735048,0.03750261889796773,0.0,0.6666666666666666,0.032369382191052655,0.04035614635523813,0.0,0.0,0.043187660668380465,0.043478260869565216,3
58,9177331,4G,Smartphone,1.0,Colombo,40-50,0.0064308681672025705,0.4116364130697115,0.10795454545454546,0.0,0.0819672131147541,0.1095890410958904,0.7666666666666666,0.12244433155397234,0.0,0.0,0.0,0.0,0.0,0.0,0.03330809992429977,0.0431245198687059,0.0,0.36666666666666664,0.07473472702643297,0.05593947530323109,0.0,0.0,0.018508997429305913,0.043478260869565216,1
59,9407615,4G,Smartphone,0.0,Colombo,30-40,0.0064308681672025705,0.418389826306559,0.017045454545454544,0.0,0.03934426229508197,0.0273972602739726,0.5,0.0346169110475676,0.0,0.0,0.0,0.0,0.0,0.0,0.013247539742619227,0.058104616244151114,0.0,0.26666666666666666,0.04132015295186817,0.05646457127855192,0.0,0.0,0.017994858611825194,0.0,2
60,5417030,4G,Smartphone,1.0,Colombo,>70,0.2990353697749196,0.4104158929646226,0.017045454545454544,0.0,0.029508196721311476,0.0136986301369863,0.9666666666666667,0.03517607320269658,0.0,0.0,0.0,0.0,0.0,0.0,0.003028009084027252,0.005063202737621342,0.0,0.3333333333333333,0.008210017318541128,0.006810019923502432,0.0,0.0,0.0025706940874035992,0.0,1
61,4884677,4G,Smartphone,0.0,Gampaha,30-40,0.35369774919614144,0.45740509610651786,0.06818181818181818,0.0,0.02295081967213115,0.0547945205479452,0.9666666666666667,0.029974256492033502,0.0,0.0,0.0,0.0,0.0,0.0,0.0632096896290689,0.036664571548292474,0.0,0.9,0.057556999719931175,0.056486100093761246,0.0,0.6666666666666666,0.02666118622089461,0.03865893661838647,3
62,1592844,4G,Smartphone,0.0,Kalutara,30-40,0.6655948553054662,0.43111810740248563,0.07386363636363637,0.0,0.036065573770491806,0.0547945205479452,1.0,0.04723397481144812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666118622089461,0.03865893661838647,5
63,4098272,4G,Smartphone,0.0,Kalutara,60-70,0.3183279742765273,0.6050489537906556,0.2954545454545454,0.0,0.14098360655737707,0.2328767123287671,1.0,0.14516608800324743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02570694087403599,0.043478260869565216,8
64,5801376,2G,Feature phone,0.0,Colombo,60-70,0.6109324758842444,0.39427100931463377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018925056775170325,0.005621900970738179,0.0,0.13333333333333333,0.012461633429928497,0.0074889741747826135,0.0,0.0,0.0010282776349614395,0.0,1
65,9484999,4G,Smartphone,0.0,Anuradhapura,40-50,0.04180064308681672,0.4888627950862655,0.17045454545454544,0.0,0.10491803278688526,0.136986301369863,1.0,0.10902724986295817,0.0,0.001771862818443123,0.0,0.034482758620689655,0.003381932962573275,0.0011196864562705322,0.14988644965934897,0.07088483832669878,0.0071707953063885254,1.0,0.12244037106260394,0.11990660967956579,0.0,0.0,0.02666118622089461,0.03865893661838647,3
66,4080289,4G,Smartphone,0.0,Colombo,30-40,0.09967845659163987,0.40823754204259965,0.06818181818181818,0.0,0.036065573770491806,0.0547945205479452,1.0,0.039783134382945874,0.0013293452974410102,0.010316179076268849,0.0,0.034482758620689655,0.019690365248759955,0.0065190633676195445,0.01097653292959879,0.014980096375445211,0.0,0.26666666666666666,0.03371971398686534,0.0228143800735888,0.0,0.0,0.02666118622089461,0.03865893661838647,2
67,4658945,3G,Smartphone,1.0,Ratnapura,>70,0.0,0.3976465666674219,0.022727272727272728,0.0,0.0459016393442623,0.0547945205479452,0.3333333333333333,0.07152629644909209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017994858611825194,0.0,1
68,7971612,4G,Smartphone,0.0,Nuwara Eliya,30-40,0.11897106109324758,0.4742011208295202,0.2556818181818182,0.14285714285714285,0.13442622950819674,0.2054794520547945,1.0,0.12016997534016749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.06632390745501286,0.08695652173913043,6
69,1198344,4G,Smartphone,0.0,Colombo,30-40,0.4630225080385852,0.40521398833593886,0.005681818181818181,0.0,0.009836065573770493,0.0,0.9,0.011303452392983141,0.0,0.0,0.0,0.0,0.0,0.0,0.07872823618470856,0.08610936517913262,0.0,0.6666666666666666,0.09640597403933537,0.11415421001887932,0.0,0.0,0.02666118622089461,0.03865893661838647,2
70,9649789,4G,Smartphone,0.0,Colombo,60-70,0.44694533762057875,0.42921787876429646,0.0,0.0,0.0,0.0,0.4666666666666667,2.566288268074677e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.017789553368660106,0.01899573992597248,0.0,0.6333333333333333,0.02310793358849377,0.02495568267918957,0.0,0.0,0.02313624678663239,0.043478260869565216,1
71,9664087,4G,Smartphone,0.0,Gampaha,20-30,0.04501607717041801,0.39498289728553304,0.0,0.0,0.0,0.0,0.6,0.00016653133246338403,0.0,0.0,0.0,0.0,0.0,0.0,0.03747161241483724,0.0387247712829108,0.0,0.7666666666666666,0.040251629530833784,0.04695591792805275,0.0,0.0,0.02666118622089461,0.03865893661838647,1
72,6143519,4G,Smartphone,0.0,Kegalle,30-40,0.2572347266881029,0.36085824530779465,0.0,0.0,0.006557377049180328,0.0,0.3,0.012115335158755578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025706940874035992,0.0,1
